Sample_ID,Plot,DateWeighed,DateFiltered,DateDelivered ,FalcoStandingTubeWeight wOutLid.g,WetSampleWeigh.g,DrySample Weigh.g ,Moisture.perc,MoistureDec.,DM.perc,DMDec,Study,Year,Location,SiteYear,Block,TrtNo,Trt,Residue,Herbicide,CovCropStg,CovCrop,CovStgResII,CovStgRes,CovStgResIV,CovStgResIII,Assay,AppTiming,TestHerb.ppm,perc.Recovery,ppmAdjustedto15gdry,Background.ppm,AdjTest-Back.ppm,StdHerb.ppm,Ratio,pyroxasulfone.mgL,DepWashSum.ppm,RyeBio,VetchBio,CloverBio
3PAST1,STD,45113,45114,45114,10.628,15.227,15.172,0.362509887,0.003625099,99.63749011,0.996374901,Petris,2023,PA,PA23,na,STD,no,control,pyroxasulfone,flagleaf,control,control,control,control,control,control,0 DAT,0.4644,0.466089621,0.459135249,0.0012156,0.457919649,0.494433595,0.926149949,0.4644,na,na,na,na
3PAST4,STD,45113,45114,45114,10.42,15.28,15.18,0.658761528,0.006587615,99.34123847,0.993412385,Petris,2023,PA,PA23,na,STD,no,control,pyroxasulfone,flagleaf,control,control,control,control,control,control,0 DAT,0.4651,0.468184218,0.45958498,0.0012156,0.45836938,0.494433595,0.927059538,0.4651,na,na,na,na
3EDST4,STD,45131, 8/1/2023, 8/1/2023,10.54,15.75,15.76,-0.063451777,-0.000634518,100.0634518,1.000634518,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,EPOST,control,control,control,control,control,control,21 DAT,0.4939,0.49358681,0.470082487,0,0.470082487,0.596552382,0.787998676,0.4939,na,na,na,na
3PBST2,STD,45113,45114,45114,10.58,15.3,15.32,-0.130548303,-0.001305483,100.1305483,1.001305483,Petris,2023,PA,PA23,na,STD,no,control,pyroxasulfone,mid-heading,control,control,control,control,control,control,0 DAT,0.4925,0.491857888,0.482212794,0.0012156,0.480997194,0.394786132,1.218374089,0.4925,na,na,na,na
2PBST 3,STD,45586,45605,45605,12.985,15.825,15.793,0.202621415,0.002026214,99.79737859,0.997973786,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,mid-heading,control,control,control,control,control,control,0 DAT,0.508,0.509031407,0.482492243,0.00136502,0.481127223,0.451419263,1.065810129,0.508,na,na,na,na
3VBST3,STD,45183,45187,45187,10.61,15.48,15.19,1.909150757,0.019091508,98.09084924,0.980908492,Petris,2023,VA,VA23,na,STD,No,control,pyroxasulfone,mid-heading,control,control,control,control,control,Control,0 DAT,0.4955,0.50514396,0.489302172,0.006672747,0.482629426,0.49540007,0.974221554,0.4955,na,na,na,na
3VDST3,STD,45176,45183,45183,10.61,15.3,14.89,2.753525856,0.027535259,97.24647414,0.972464741,Petris,2023,VA,VA23,na,STD,No,control,pyroxasulfone,EPOST,control,control,control,control,control,Control,21 DAT,0.4959,0.509941367,0.499563465,0.006672747,0.492890719,0.492890719,1,0.4959,na,na,na,na
2PCST 4,STD,45586,45605,45605,12.957,15.651,18.451,-15.17532925,-0.151753293,115.1753293,1.151753293,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,control,control,0 DAT,0.611,0.530495553,0.496721045,0.00136502,0.495356025,0.438690977,1.129168483,0.611,na,na,na,na
2PAST 4,STD,45589,45605,45605,12.973,14.473,14.475,-0.013816926,-0.000138169,100.0138169,1.000138169,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,flagleaf,control,control,control,control,control,control,0 DAT,0.5,0.499930925,0.518134715,0.00136502,0.516769695,0.397757982,1.299206348,0.5,na,na,na,na
3EDST2,STD,45131, 8/1/2023, 8/1/2023,10.63,15.8,15.67,0.829610721,0.008296107,99.17038928,0.991703893,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,EPOST,control,control,control,control,control,control,21 DAT,0.5751,0.579911004,0.55051053,0,0.55051053,0.596552382,0.922820102,0.5751,na,na,na,na
3ECST3,STD,45132,45140,45140,10.56,15.59,15.6,-0.064102564,-0.000641026,100.0641026,1.000641026,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,control,control,0 DAT,0.5789,0.578529148,0.556634615,0,0.556634615,0.532754972,1.044822938,0.5789,na,na,na,na
2PDST 4,STD,45591,45603,45603,12.927,18.72,18.291,2.345415778,0.023454158,97.65458422,0.976545842,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,EPOST,control,control,control,control,control,control,21 DAT,0.683,0.69940393,0.56011153,0.00136502,0.55874651,0.386006861,1.44750409,0.683,na,na,na,na
3PCST3,STD,45120,45140,45140,10.56,15.45,15.52,-0.451030928,-0.004510309,100.4510309,1.004510309,Petris,2023,PA,PA23,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,control,control,0 DAT,0.582,0.579386786,0.5625,0.0012156,0.5612844,0.588595451,0.953599623,0.582,na,na,na,na
2PAST 3,STD,45589,45605,45605,12.95,16.3,16.298,0.012271444,0.000122714,99.98772856,0.999877286,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,flagleaf,control,control,control,control,control,control,0 DAT,0.616,0.616075601,0.566940729,0.00136502,0.565575709,0.397757982,1.421909137,0.616,na,na,na,na
2PCST 2,STD,45586,45605,45605,12.87,16.303,16.358,-0.336226923,-0.003362269,100.3362269,1.003362269,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,control,control,0 DAT,0.651,0.648818498,0.596955618,0.00136502,0.595590598,0.438690977,1.357654087,0.651,na,na,na,na
3PAST3,STD,45113,45114,45114,10.45,14.88,14.85,0.202020202,0.002020202,99.7979798,0.997979798,Petris,2023,PA,PA23,na,STD,no,control,pyroxasulfone,flagleaf,control,control,control,control,control,control,0 DAT,0.6069,0.608128543,0.613030303,0.0012156,0.611814703,0.494433595,1.237405203,0.6069,na,na,na,na
3PCST4,STD,45120,45140,45140,10.56,15.48,15.51,-0.193423598,-0.001934236,100.1934236,1.001934236,Petris,2023,PA,PA23,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,control,control,0 DAT,0.6543,0.653036873,0.6327853,0.0012156,0.6315697,0.588595451,1.073011521,0.6543,na,na,na,na
3EDST1,STD,45131, 8/1/2023, 8/1/2023,10.65,14.26,14.25,0.070175439,0.000701754,99.92982456,0.999298246,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,EPOST,control,control,control,control,control,control,21 DAT,0.6036,0.604023876,0.635368421,0,0.635368421,0.596552382,1.065067277,0.6036,na,na,na,na
3ECST4,STD,45132,45140,45140,10.47,15.94,15.95,-0.062695925,-0.000626959,100.0626959,1.000626959,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,control,control,0 DAT,0.6917,0.691266604,0.650501567,0,0.650501567,0.532754972,1.22101454,0.6917,na,na,na,na
3VBST1,STD,45176,45183,45183,10.45,15.74,15.55,1.221864952,0.01221865,98.77813505,0.98778135,Petris,2023,VA,VA23,na,STD,No,control,pyroxasulfone,mid-heading,control,control,control,control,control,Control,0 DAT,0.6825,0.690942383,0.658360129,0.006672747,0.651687382,0.49540007,1.315476968,0.6825,na,na,na,na
3PCST2,STD,45120,45140,45140,10.53,15.22,15.23,-0.065659882,-0.000656599,100.0656599,1.000656599,Petris,2023,PA,PA23,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,control,control,0 DAT,0.7187,0.718228412,0.707846356,0.0012156,0.706630756,0.588595451,1.200537236,0.7187,na,na,na,na
3EDST3,STD,45131, 8/1/2023, 8/1/2023,10.58,15.74,15.72,0.127226463,0.001272265,99.87277354,0.998727735,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,EPOST,control,control,control,control,control,control,21 DAT,0.7653,0.766274904,0.730248092,0,0.730248092,0.596552382,1.224113949,0.7653,na,na,na,na
3ECST2,STD,45132,45140,45140,10.47,14.68,14.7,-0.136054422,-0.001360544,100.1360544,1.001360544,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,control,control,0 DAT,0.8127,0.811595788,0.829285714,0,0.829285714,0.532754972,1.556598732,0.8127,na,na,na,na
3EAST2,STD,12/12/23,12/13/23,12/13/23,10.61,16.626,16.59,0.216998192,0.002169982,99.78300181,0.997830018,Petris,2023,DE,DE23,na,STD,No,control,pyroxasulfone,flagleaf,control,control,control,control,control,control,0 DAT,na,na,na,0,na,0.491224275,na,na,na,na,na,na
2PBST 2,STD,45586,45605,45605,12.936,14.414,14.392,0.152862702,0.001528627,99.8471373,0.998471373,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,mid-heading,control,control,control,control,control,control,0 DAT,na,#VALUE!,#VALUE!,0.00136502,na,0.451419263,na,na,na,na,na,na
3V109W,109,45183,45184,45184,10.58,15.17,15.02,0.998668442,0.009986684,99.00133156,0.990013316,Petris,2023,VA,VA23,B1,7,Yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.0001,0.000101009,9.99E-05,0.006672747,-0.00657288,0.492890719,-0.01333537,0.0001,0.286031233,76,0,0
3V403W,403,45183,45184,45184,10.47,14.41,14.83,-2.8320971,-0.028320971,102.8320971,1.028320971,Petris,2023,VA,VA23,B4,1,Yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0006,0.000583475,0.000606878,0.006672747,-0.006065869,0.363089075,-0.016706283,0.0006,0.200913558,76.5,0,0
3V206W,206,45183,45184,45184,10.62,15.41,15.18,1.515151515,0.015151515,98.48484848,0.984848485,Petris,2023,VA,VA23,B2,1,Yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0011,0.001116923,0.001086957,0.006672747,-0.00558579,0.363089075,-0.015384076,0.0011,0.16159126,90,0,0
2P302 W,302,45591,45603,45603,12.883,19.366,13.035,48.56923667,0.485692367,51.43076333,0.514307633,Petri,2022,PA,PA22,B3,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.001,0.001944362,0.001150748,0.00136502,-0.000214272,0.386006861,-0.000555099,0.001,0.088183664,47.12,0,0
3V307W,307,45183,45184,45184,10.61,14.65,14.39,1.806810285,0.018068103,98.19318972,0.981931897,Petris,2023,VA,VA23,B3,1,Yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.009,0.009165605,0.009381515,0.006672747,0.002708768,0.363089075,0.00746034,0.009,0.20473583,100,0,0
2E109W,109,45603,na,na,12.868,14.189,13.86,2.373737374,0.023737374,97.62626263,0.976262626,Petris,2022,DE,DE22,B1,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0063,0.006453182,0.006818182,0.004081526,0.002736656,0.2357977,0.011605949,0.0063,0.119262337,69,0,0
2E301W,301,45380,na,na,12.978,16.983,16.86,0.729537367,0.007295374,99.27046263,0.992704626,Petris,2022,DE,DE22,B3,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.0097,0.009771285,0.008629893,0.004081526,0.004548368,0.313130202,0.014525485,0.0097,0.227135387,12.2,0,0
2E204W,204,45603,na,na,12.919,16.756,16.619,0.824357663,0.008243577,99.17564234,0.991756423,Petris,2022,DE,DE22,B2,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0106,0.010688108,0.009567363,0.004081526,0.005485837,0.2357977,0.023265015,0.0106,0.215690026,36.8,0,0
2E405W,405,45603,na,na,12.946,16.252,15.992,1.625812906,0.016258129,98.37418709,0.983741871,Petris,2022,DE,DE22,B4,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0107,0.010876837,0.010036268,0.004081526,0.005954743,0.2357977,0.025253609,0.0107,0.247774857,35.4,0,0
2E203W,203,45603,na,na,12.94,15.849,15.728,0.769328586,0.007693286,99.23067141,0.992306714,Petris,2022,DE,DE22,B2,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.0114,0.011488383,0.01087233,0.004081526,0.006790804,0.313130202,0.021686838,0.0114,0.256265034,21.8,0,0
2E110W,110,45603,na,na,12.929,15.129,15.029,0.665380265,0.006653803,99.33461974,0.993346197,Petris,2022,DE,DE22,B1,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.0151,0.015201145,0.015070863,0.004081526,0.010989337,0.313130202,0.035095104,0.0151,0.225153517,55.2,0,0
3P402W,402,45132,45133,45133,10.59,17.73,11.71,51.40905209,0.514090521,48.59094791,0.485909479,Petris,2023,PA,PA23,B3,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0111,0.022843761,0.014218617,0.0012156,0.013003017,0.494433595,0.026298814,0.0111,0.55483761,90.75,0,0
2E406W,406,45603,na,na,12.993,15.068,14.945,0.823017732,0.008230177,99.17698227,0.991769823,Petris,2022,DE,DE22,B4,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.0171,0.017241904,0.017162931,0.004081526,0.013081405,0.313130202,0.041776248,0.0171,0.481296929,20.8,0,0
2E302W,302,45603,na,na,12.922,14.749,14.456,2.026840066,0.020268401,97.97315993,0.979731599,Petris,2022,DE,DE22,B3,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0176,0.017964104,0.018262313,0.004081526,0.014180788,0.2357977,0.060139637,0.0176,0.161708578,51,0,0
3E309W,309,12/12/23,12/13/23,12/13/23,10.704,16.165,15.996,1.056514129,0.010565141,98.94348587,0.989434859,Petris,2023,DE,DE23,B3,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0171,0.017282593,0.016035259,0,0.016035259,0.491224275,0.032643458,0.0171,0.426299549,35.6,0,0
3E201W,201,12/12/23,12/13/23,12/13/23,10.47,15.29,15.13,1.057501652,0.010575017,98.94249835,0.989424983,Petris,2023,DE,DE23,B2,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0193,0.019506279,0.019134171,0,0.019134171,0.491224275,0.038952006,0.0193,0.543314235,46.2,0,0
3E107W,107,12/12/23,12/13/23,12/13/23,10.627,14.954,14.773,1.22520815,0.012252082,98.77479185,0.987747918,Petris,2023,DE,DE23,B1,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0198,0.0200456,0.020104244,0,0.020104244,0.491224275,0.040926813,0.0198,0.828328607,49,0,0
2P402 W,402,45589,45605,45605,12.898,18.48,12.74,45.05494505,0.450549451,54.94505495,0.549450549,Petri,2022,PA,PA22,B3,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.019,0.03458,0.022370487,0.00136502,0.021005467,0.397757982,0.052809668,0.019,0.16979578,88.81,0,0
2V410W,410,45596,na,na,12.953,15.297,15.065,1.539993362,0.015399934,98.46000664,0.984600066,Petris,2022,VA,VA22,B4,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.024,0.024375379,0.023896449,0.00273538,0.021161069,0.195861906,0.108040759,0.024,0.082480214,59,0,0
2V109W,109,45596,na,na,13.004,17.287,17.004,1.664314279,0.016643143,98.33568572,0.983356857,Petris,2022,VA,VA22,B1,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.0277,0.028168818,0.024435427,0.00273538,0.021700047,0.195861906,0.110792586,0.0277,0.172087708,54,0,0
2V201W,201,45593,na,na,12.991,16.821,16.597,1.349641501,0.013496415,98.6503585,0.986503585,Petris,2022,VA,VA22,B2,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.0307,0.031120009,0.027745978,0.00273538,0.025010598,0.195861906,0.127695061,0.0307,0.089623684,53,0,0
3P208W,208,45132,45133,45133,10.46,16.08,11.54,39.34142114,0.393414211,60.65857886,0.606585789,Petris,2023,PA,PA23,B2,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0208,0.034290286,0.027036395,0.0012156,0.025820795,0.494433595,0.052222978,0.0208,0.303626571,103.29,0,0
3P302W,302,45132,45133,45133,10.38,16.29,10.62,53.38983051,0.533898305,46.61016949,0.466101695,Petris,2023,PA,PA23,B3,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.0224,0.048058182,0.031638418,0.0012156,0.030422818,0.275289491,0.110512094,0.0224,0.301174431,42.6,0,0
3P312W,312,45132,45133,45133,10.71,19.54,13.39,45.92979836,0.459297984,54.07020164,0.540702016,Petris,2023,PA,PA23,B4,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0295,0.054558702,0.03304705,0.0012156,0.03183145,0.494433595,0.064379626,0.0295,0.364780917,46.86,0,0
2P412 W,412,45591,45605,45605,12.912,18.318,12.406,47.65436079,0.476543608,52.34563921,0.523456392,Petri,2022,PA,PA22,B4,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.028,0.053490607,0.033854586,0.00136502,0.032489566,0.386006861,0.084168364,0.028,0.337911876,68.51,0,0
2P312 W,312,45589,45605,45605,12.937,19.81,13.041,51.90552872,0.519055287,48.09447128,0.480944713,Petri,2022,PA,PA22,B4,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.03,0.062377232,0.034506556,0.00136502,0.033141536,0.397757982,0.083320857,0.03,0.142048719,75.48,0,0
3P412W,412,45132,45133,45133,10.59,19.22,12.71,51.2195122,0.512195122,48.7804878,0.487804878,Petris,2023,PA,PA23,B4,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.0294,0.06027,0.034697089,0.0012156,0.033481489,0.275289491,0.121622837,0.0294,0.289918622,82.5,0,0
3V201W,201,45176,45183,45183,10.51,15.37,15.19,1.184990125,0.011849901,98.81500987,0.988150099,Petris,2023,VA,VA23,B2,7,Yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.0438,0.04432525,0.04325214,0.006672747,0.036579393,0.492890719,0.074214002,0.0438,0.250632035,49.5,0,0
3V409W,409,45183,45184,45184,10.71,14.87,13.99,6.290207291,0.062902073,93.70979271,0.937097927,Petris,2023,VA,VA23,B4,7,Yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.048,0.051221968,0.051465332,0.006672747,0.044792586,0.492890719,0.090877317,0.048,0.293571776,76.5,0,0
2P108 W,108,45591,45607,45612,12.999,17.366,11.539,50.49831008,0.504983101,49.50168992,0.495016899,Petri,2022,PA,PA22,B2,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.036,0.07272479,0.046797816,0.00136502,0.045432796,0.386006861,0.117699452,0.036,0.213197601,108.68,0,0
3P105W,105,45132,45133,45133,10.52,15.55,11.08,40.34296029,0.403429603,59.65703971,0.596570397,Petris,2023,PA,PA23,B1,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0368,0.06168593,0.049819495,0.0012156,0.048603895,0.494433595,0.098302169,0.0368,0.539145832,83.38,0,0
3V303W,303,45183,45184,45184,10.75,15.1,14.95,1.003344482,0.010033445,98.99665552,0.989966555,Petris,2023,VA,VA23,B3,7,Yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.0583,0.058890878,0.058494983,0.006672747,0.051822236,0.492890719,0.105139403,0.0583,0.201005654,66,0,0
3E108W,108,45131, 8/1/2023, 8/1/2023,10.65,15.19,15.05,0.930232558,0.009302326,99.06976744,0.990697674,Petris,2023,DE,DE23,B1,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,21 DAT,0.0527,0.053194836,0.052524917,0,0.052524917,0.596552382,0.088047452,0.0527,0.418489367,57.2,0,0
3V103W,103,45183,45184,45184,10.56,15.92,15.64,1.79028133,0.017902813,98.20971867,0.982097187,Petris,2023,VA,VA23,B1,1,Yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),SECCE (flagleaf),SECCE (flagleaf),washoff,0 DAT,0.0644,0.065573958,0.061764706,0.006672747,0.055091959,0.363089075,0.151731249,0.0644,0.222298811,100.5,0,0
